time,weather
202301290000,0
202301290001,0
202301290002,0
202301290003,0
202301290004,0
202301290005,0
202301290006,0
202301290007,0
202301290008,0
202301290009,0
202301290010,0
202301290011,0
202301290012,0
202301290013,0
202301290014,0
202301290015,0
202301290016,0
202301290017,0
202301290018,0
202301290019,0
202301290020,0
202301290021,0
202301290022,0
202301290023,0
202301290024,0
202301290025,0
202301290026,0
202301290027,0
202301290028,0
202301290029,0
202301290030,0
202301290031,0
202301290032,0
202301290033,0
202301290034,0
202301290035,0
202301290036,0
202301290037,0
202301290038,0
202301290039,0
202301290040,0
202301290041,0
202301290042,0
202301290043,0
202301290044,0
202301290045,0
202301290046,0
202301290047,0
202301290048,0
202301290049,0
202301290050,0
202301290051,0
202301290052,0
202301290053,0
202301290054,0
202301290055,0
202301290056,0
202301290057,0
202301290058,0
202301290059,0
202301290100,0
202301290101,0
202301290102,0
202301290103,0
202301290104,0
202301290105,0
202301290106,0
202301290107,0
202301290108,0
202301290109,0
202301290110,0
202301290111,0
202301290112,0
202301290113,0
202301290114,0
202301290115,0
202301290116,0
202301290117,0
202301290118,0
202301290119,0
202301290120,0
202301290121,0
202301290122,0
202301290123,0
202301290124,0
202301290125,0
202301290126,0
202301290127,0
202301290128,0
202301290129,0
202301290130,0
202301290131,0
202301290132,0
202301290133,0
202301290134,0
202301290135,0
202301290136,0
202301290137,0
202301290138,0
202301290139,0
202301290140,0
202301290141,0
202301290142,0
202301290143,0
202301290144,0
202301290145,0
202301290146,0
202301290147,0
202301290148,0
202301290149,0
202301290150,0
202301290151,0
202301290152,0
202301290153,0
202301290154,0
202301290155,0
202301290156,0
202301290157,0
202301290158,0
202301290159,0
202301290200,0
202301290201,0
202301290202,0
202301290203,0
202301290204,0
202301290205,0
202301290206,0
202301290207,0
202301290208,0
202301290209,0
202301290210,0
202301290211,0
202301290212,0
202301290213,0
202301290214,0
202301290215,0
202301290216,0
202301290217,0
202301290218,0
202301290219,0
202301290220,0
202301290221,0
202301290222,0
202301290223,0
202301290224,0
202301290225,0
202301290226,0
202301290227,0
202301290228,0
202301290229,0
202301290230,0
202301290231,0
202301290232,0
202301290233,0
202301290234,0
202301290235,0
202301290236,0
202301290237,0
